0	0	0	0	0	0	0	2	21.74411	253.6101	21	73	29	74	242	99	0	16.99427	107.9035	56	94	22	171.5979	0	10.66652	56.01871
9	37	38	69	67	69	69	35	45.7373	45.93817	48.5	28	97	15	17	9	4	14.92776	78.49816	118	134	61	110.3739	1	68.01784	47.95753
20	12	22	20	28	25	39	39	49.80234	62.17604	16.5	25	23	23	9	22	152	132	137.9084	215	112	83	128.0209	10	54.73934	21.13324
35	32	17	50	108	288	170	233	3.984891	5.019088	15.50122	196	11	85	33	256	0	0.5	0	0	0	0	0	2	0	1.669091
20	20	133	190	34	20	22	127	55.7068	13.59714	17.5	72	46	214	129	4	0	0	0	0	0	0	0	189	0	0
72	204	186	64	20	61	16	43	20.83379	21.31548	70.5	29	29	144	249	160	0	0	0	0	0	0	0	546	0	0
103	188	148	65	36	44	21	111	85.14051	118.0169	53	70	35	129	213	89	0	0	0	0	0	0	0	60	0	0
1	1	0	2	0	0	0	0	0.6674377	5.859769	1	0	5	1	0	0	616	139	0	45	0	4	2.50505	4	0	4.436757
49	27	19	42	28	17	12	109	31.89983	93.67551	5.5	114	288	80	65	76	0	0	0	0	0	0	0	0	0	0
14	26	29	18	5	6	4	5	5.427165	10.35996	22	18	17	44	131	40	0	21	80.41415	25	213	92	3.241045	49	31.16608	21.03995
50	147	52	42	41	130	108	63	21.14332	38.21348	39.5	41	22	169	250	163	0	0	0	0	0	0	0	0	0	0
44	45	33	12	3	14	5	10	4.925632	38.92402	5.719246	0	0	9	39	0	95	4.930119	52.44475	36	47	59	88.68066	38	51.97005	205.5201
13	114	173	143	39	71	34	25	9.916743	24.55007	9.5	47	36	121	113	124	0	0	0	0	0	0	0	1	0	0
22	24	17	23	32	50	27	33	32.32703	61.60083	35.5	24	26	22	16	17	18	22.5	125.1841	78	33	73	85.19795	371	26.5631	2.700164
0	222	0	40	74	48	72	51	202.6173	21.74926	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1.960336
6	10	10	5	0	0	1	0	2.213593	0	9	2	1	10	25	9	38	287.5	21.33063	8	104	33	42.06225	166	21.15158	183.0971
253	38	78	15	100	9	39	62	34.14388	276.3953	21	95	6	15	39	43	0	0	0	0	0	0	0	0	0	0
95	32	27	6	29	36	18	12	4.70642	21.64977	19.5	38	2	9	9	10	13	21	39.48488	30	39	25	36.43581	5	55.3271	63.10493
19	8	6	3	4	5	2	5	1.150676	16.30868	0.5	8	1	1	10	3	0	40.5	43.87234	61	49	40	66.01818	7	157.3875	70.62932
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	282.2456	0	86.34346	281.9489
19	22	21	41	40	20	36	32	31.65904	37.20523	19	22	41	6	14	10	4	5.688889	17.00537	28	32	17	39.24793	28	39.92461	40.4622
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	0	920.9611
3	15	2	3	26	0	0	28	17.45839	19.0933	25	35	32	308	126	274	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	2	0.08139026	0.6975309	0	0	0	0	0	0	265	153.3384	53.13193	34	69	33	85.66803	1	14.83395	52.27966
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	123.1329	0	0	358.4817
37	36	6	4	15	7	2	9	3.358163	56.29326	10.5	29	3	5	8	7	0	0	1.518519	0	3	9	39.5707	0	13.47504	231.9935
139	21	10	0	51	15	49	24	37.37855	52.64733	8.957112	34	4	4	4	2	0	26.5	10.87935	14	0	1	3.578931	1	52.68805	55.60925
11	18	12	41	16	30	71	19	10.31316	20.40997	60.58923	140	110	61	19	16	0	0	0	0	0	0	0	0	0	0
8	82	40	21	13	13	9	33	15.76501	18.5777	12	14	11	24	61	39	4	32	42.53586	17	12	45	37.65973	16	19.94466	22.11111
28	22	34	47	13	12	20	29	2.325508	30.57838	18.5	86	6	64	28	17	0	0	0	0	0	0	0	0	0	0
8	2	31	64	19	6	11	45	16.68556	7.365994	7	32	19	104	47	2	0	0	0	0	0	0	0	68	0	0
2	9	2	0	0	2	0	1	0	0	1	1	1	3	13	1	80	116.5	41.67918	17	58	51	33.38827	5	10.38769	48.80931
30	30	59	42	22	26	43	8	22.94222	25.37476	135.5329	34	26	35	12	23	0	0	0	0	0	0	0	0	0	0
9	16	14	6	5	3	1	2	0.1213941	2.315203	2.8125	3	1	6	7	1	18	166.5	25.48884	7	40	21	12.2208	101	19.95407	63.82357
0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	10	0	0	0	0	0	0	0	3	0	0
26	34	105	13	21	25	7	18	10.31419	23.32882	8	17	16	40	124	49	0	0	0	0	0	0	0	0	0	0
20	68	64	43	18	13	8	32	18.00805	20.20575	16.47059	14	7	44	31	41	0	0.5	0	1	0	0	1.144928	112	0.9480415	0.3455856
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	673.5	8.589258	1	9	3	7.137457	0	1.03262	2.30807
12	13	18	16	34	90	18	18	6.380832	32.79048	13.60086	75	5	82	11	41	0	0	0	0	0	0	0	0	0	0
45	18	28	8	14	16	15	45	6.793765	9.012079	7.134812	33	5	10	12	17	0	1.267857	25.16669	34	16	13	15.23076	1	86.94551	9.927932
14	16	19	49	17	24	44	90	0	6.548652	39.5	36	57	32	37	5	0	0	0	0	0	0	0	52	0	0
5	27	23	18	6	7	4	12	2.971541	4.177702	6.007812	8	8	6	20	14	23	26	35.03448	5	41	55	25.95887	11	47.90682	18.67148
5	12	13	10	31	17	43	15	10.29203	28.8899	8.652174	12	14	6	4	3	1	5.5	21.13657	46	23	4	27.78615	7	21.90726	60.26051
9	31	19	6	1	10	5	3	1.459992	2.697716	5	1	1	10	31	7	48	123	31.45642	27	30	20	35.42079	12	14.00591	43.96953
30	9	7	8	36	12	13	20	70.90755	50.15297	7.335413	22	21	8	12	14	1	4	6.461538	10	0	1	5.287984	0	17.95577	14.28116
45	3	18	2	13	41	10	21	14.04404	28.67584	14.91288	37	14	14	80	12	0	0	0	0	0	0	0.7741809	2	0.1151079	12.37774
3	14	10	36	18	5	17	11	21.12912	17.40452	18.5	6	61	16	6	24	7	4.49442	14.77193	28	8	38	17.23402	48	15.78459	1.443261
4	9	15	16	22	25	24	9	12.70613	15.20038	14.00184	12	35	4	6	2	0	6.254699	21.3548	42	44	22	25.16541	39	14.50838	19.32303
9	6	3	4	1	2	0	2	1.079177	1.398663	1	3	1	1	16	2	4	23.5	10.3	5	25	48	133.2703	7	70.76959	59.45625
21	29	27	6	7	7	7	17	7.834286	2.677419	4.5	5	2	13	14	18	36	30.5	35.87646	1	52	22	22.98476	2	47.78918	5.624444
11	27	21	8	4	5	3	1	4.311258	2.103627	7.5	11	2	24	42	37	0	0	0	0	0	23	43.30434	0	28.37285	44.68144
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543.367	46.6539
10	8	13	38	8	55	8	26	8.653212	3.614583	28	41	82	37	4	42	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	559	47	11	17	16	22	0	0	0	0	0	0	0	0	0	0
5	59	47	47	18	22	14	29	20.11846	17.79201	16.74375	6	11	29	27	32	0	0	0	0	0	0	0	25	0	0
40	42	27	18	9	19	16	10	5.61263	9.387648	29.5	14	3	31	141	70	0	1.25	0	0	0	0	0	71	0	0
7	7	6	7	25	16	34	13	8.958986	9.638725	10	7	13	8	8	8	24	8.583333	46.62523	51	38	31	19.71338	125	7.616249	14.19355
1	6	2	0	1	0	0	1	0	0	3	0	1	2	10	2	13	134	6.948012	10	31	8	29.08154	75	9.328176	84.37959
7	58	23	8	27	12	22	23	0.5620473	18.53532	27.5	17	10	55	44	29	0	0	0	0	0	0	0	46	9.017413	2.075036
2	12	6	10	1	2	0	2	0	0.6083053	1.5	3	3	11	41	9	1	9	29.35968	13	67	48	4.235417	32	8.408687	6.649252
0	0	0	0	0	0	0	0	0.08139026	0.6941015	7	0	0	0	0	0	6	1.806694	0	64	1	0	0.6703404	0	0.04296875	0
26	78	51	20	5	13	8	20	6.37931	6.737589	3.5	1	1	3	35	10	0	0	0	0	0	0	0	145	0	0
45	1	15	0	2	1	0	9	4.121609	27.60545	22.5	27	7	46	64	31	0	0	0	0	0	0	0	0	0	158.0865
17	26	24	11	14	12	20	9	4.150527	17.53598	14	19	5	8	38	33	0	0	0	0	0	0	0	0	0	2.333333
4	1	3	0	0	0	1	1	4.45321	3.574918	2	1	1	0	0	0	4	18.78788	21.31298	28	10	39	65.31321	1	19.23598	47.72354
20	26	152	6	5	19	0	9	3.979785	12.03027	23.5	6	14	10	46	6	0	0	1.873463	21	7	8	0	30	55.72282	6.512986
10	4	1	4	9	2	21	9	12.08374	1.891173	19.5	6	4	12	3	8	45	3.644068	10.22626	2	11	5	8.770529	4	7.144861	0.01583777
69	6	18	4	27	18	2	20	5.469846	51.80809	18	30	9	5	16	16	0	0	0	0	0	0	0	0	0	0
6	5	9	19	14	63	8	25	4.529158	5.653085	12	59	5	18	7	35	0	0	0	0	0	0	0	1	0	0
31	32	15	14	7	26	23	6	7.411661	10.35248	9	11	2	30	55	27	0	0	0	0	0	0	0	0	0	0
0	3	0	7	0	41	7	9	9.489793	7.36748	10	0	0	0	5	44	12	8	0.7777778	3	0	59	2.199011	15	0	18.52727
8	55	33	18	4	12	10	13	2.379602	9.340536	17.52014	5	1	24	29	43	0	0	0	0	0	0	0	40	0	0
8	7	50	34	25	8	9	5	1.049292	5.936419	9	2	2	85	14	47	0	0	0	0	0	0	0	0	0	0.6544144
17	23	27	14	6	10	15	14	7.672817	5.327839	21.57297	24	12	29	23	22	0	0	0	0	0	0	0	9	0	0
11	24	15	20	5	34	17	6	5.54679	6.49446	2.5	3	14	42	108	63	0	0	0	0	0	0	0	0	0	0
0	0	0	8	5	10	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	39.39376	0	1.180161	0
1	1	50	21	15	75	12	24	0	2.712121	7.5	41	10	20	4	0	0	0	0	0	0	0	0	1	0	0
